,screen_name,desc_bot,Days
1920,grantimahara,0,2927
1921,MMRAW,0,2901
1922,superrnaturalfa,0,78
1923,MileyCyrus,0,2213
1924,_Walter2011,0,2079
1925,TechCrunch,0,3685
1926,brngnr,0,2844
1927,RunningManTown,0,1614
1928,TonyFergusonXT,0,2218
1929,JohnBoozman,0,3634
1930,passosjoao2011,0,2001
1931,dushyanthram,0,1613
1932,belovedtruth1,0,164
1933,jtimberlake,0,2936
1934,annieepark,0,2827
1935,chasely,0,3046
1936,dawnhamilton811,0,178
1937,AmIRiteBot,1,1397
1938,NeilRobertson21,0,1673
1939,ssdai,0,2979
1940,engsgp,0,2136
1941,DJWhooKid,0,2895
1942,NeveraDought,0,2364
1943,Amirrozzo,0,2489
1944,Mandy_Nobre,0,2552
1945,RedHourBen,0,2806
1946,AdrianPeterson,0,2941
1947,EricHutchinson,0,3098
1948,LeftAtLondon,0,1003
1949,TheSwaggaCity,0,1512
1950,Sidsector9,0,2737
1951,PawanKalyan,0,973
1952,Halsey_Minor,0,525
1953,AmadorVelasquez,0,2955
1954,30_dias,0,2159
1955,behindwoods,0,2898
1956,typicalgirlname,0,1504
1957,RosaineBarros,0,2398
1958,_mayf,0,2372
1959,FCSLlightning,0,2206
1960,SteveCase,0,3590
1961,TravieMcCoy,0,2889
1962,JoeySantiago,0,2970
1963,MirzaSania,0,2713
1964,james_a_michael,0,2901
1965,DeannaGreen51,0,1787
1966,iamsana_afreen,0,373
1967,Bearmod,0,2820
1968,scottmcnealy,0,2186
1969,acrohub,0,150
1970,ImRaina,0,2588
1971,HeySamantha,0,2368
1972,syntacticfoam,0,55
1973,didericksen,0,2703
1974,FireEmblemJP,0,870
1975,hassi107,0,1772
1976,katiemarielin,0,76
1977,UnitedWarVets,0,2333
1978,JuulioLimoli,0,2467
1979,wisedollar,0,1556
1980,alyankovic,0,2959
1981,MediaJonKlein,0,3147
1982,britlyn_leigh,0,832
1983,Hanna_Denea,0,1843
1984,lindsaylohan,0,2792
1985,kevinscampoli,0,3348
1986,henrymcmaster,0,3125
1987,1191Rivas,0,1306
1988,vickyyyy_k,0,2476
1989,collinmathilde,0,2608
1990,joycekhanuja,0,2678
1991,R_CNO,0,2283
1992,sarah_shewell,0,509
1993,Kaiser_1917,0,135
1994,evanildorodrigu,0,2351
1995,yunacornmeat,0,614
1996,JuMToledo,0,1169
1997,LennyKravitz,0,2955
1998,ShaunPhillips95,0,2926
1999,varunsrinivassr,0,1089
2000,nyupb,0,2430
2001,nickdiaz209,0,2873
2002,StephenAtHome,0,3126
2003,KeriHilson,0,2936
2004,caroliv3,0,2102
2005,kathygriffin,0,2971
2006,LucianoBurti,0,2844
2007,svgeesus,0,2565
2008,pdlight,0,2423
2009,shonta_semit,0,26
2010,MikhailJacob,0,2041
2011,thejohnnynemo,0,2820
2012,nacho2100,0,2829
2013,wavesharing,0,398
2014,theroser,0,3113
2015,maspqnick,0,2159
2016,DangeRussWilson,0,1862
2017,caca_carlinha,0,2778
2018,thehitwoman,0,2934
2019,BlairUnderwood,0,2993
2020,pranavperfect,0,2674
2021,bjork,0,3522
2022,profnote,0,816
2023,briansolis,0,3808
2024,THELASTVEGAS,0,2948
2025,film_girl,0,3445
2026,melindagates,0,2473
2027,sterdw,0,547
2028,stephenjcannell,0,2843
2029,GaabyCremasco,0,2084
2030,JDayral,0,714
2031,carol_morandin,0,2182
2032,sameerh617,0,1788
2033,maryrega47,0,1255
2034,ParisHilton,0,2944
2035,NickHexum,0,2949
2036,RM_Foundation,0,2711
2037,mortreport,0,2926
2038,weijmarshausen,0,2851
2039,tomwaits,0,2713
2040,thebridgebk,0,73
2041,TheNotoriousMMA,0,2040
2042,ubaldohcamposjr,0,999
2043,sixohsix,0,3291
2044,KeiraHenninger,0,2705
2045,SarahBrownUK,0,2940
2046,kevindway,0,2777
2047,snaglee2401,0,435
2048,connersherline,0,2796
2049,themichellewie,0,2878
2050,harshimau,0,1486
2051,Abu_Turab_Suri,0,990
2052,tonyromo,0,3270
2053,BennyHarlem,0,2936
2054,ashleyokwuosa,0,2417
2055,adamostrow,0,3629
2056,Heidi33Tigressa,0,82
2057,OTG_Locksmith,0,268
2058,SteveOvisioN,0,2831
2059,flawlessness101,0,645
2060,UrviBhuwania,0,2853
2061,rogerfederer,0,1460
2062,cristinesteh,0,2892
2063,litivelli_,0,2802
2064,NikunjKyal,0,2132
2065,Greg,0,3506
2066,MCRofficial,0,2706
2067,vaibhav078,0,1856
2068,NathanBenaich,0,1959
2069,StephenColletti,0,2739
2070,sidzekrom,0,1967
2071,MauriceEdu,0,2841
2072,NYUADstartAD,0,213
2073,nnnahnibor,0,2919
2074,dashboardmusic,0,3102
2075,shabazzybaz,0,375
2076,HeeyIsaaah,0,2090
2077,Pamela_Brunson,0,2898
2078,JoeHockey,0,3014
2079,zacf_129979472,0,2914
2080,Nicoolz,0,2789
2081,AlolanMeowth,0,2890
2082,alexanderljung,0,3904
2083,Chikisarkar,0,2941
2084,theCake,0,2989
2085,EstagiareSP,0,1847
2086,CPonceActual,0,2248
2087,PMbschandra,0,65
2088,garbo_smash,0,954
2089,feapfaffma,0,1542
2090,lianghai,0,3190
2091,NICQUEENCOLE,0,2951
2092,mbilik_,0,354
2093,MuhammadZach7,0,114
2094,TichaPenicheiro,0,2939
2095,R_Khanna,0,2834
2096,ParineetiChopra,0,2909
2097,lohhuixin,0,1543
2098,IshitaMukishi,0,955
2099,showbufire,0,2500
2100,rameshchitor,0,2903
2101,smarbusinesss,0,2348
2102,aprctrubin,0,1343
2103,NBCF,0,3099
2104,stephanjenkins,0,3047
2105,belizhazan,0,2668
2106,williecolon,0,2856
2107,MrBlackFrancis,0,2928
2108,uzmani90,0,1179
2109,RoyBlunt,0,2970
2110,andrewrchow,0,1739
2111,felipee_moraes,0,2495
2112,duynguyenuw,0,1148
2113,Lereza7,0,2101
2114,CodeInBlack,0,43
2115,willianborges88,0,2137
2116,BrandonTGraham,0,2021
2117,adorasv,0,2909
2118,Orenets,0,2372
2119,Tron1993,0,1532
2120,gcolucci,0,2576
2121,mayaacarvalho,0,2395
2122,BillCosby,0,2831
2123,instabatt_en,0,510
2124,matteostanzani,0,2923
2125,KimKardashian,0,2942
2126,MarcBElias,0,2265
2127,janantissocial,0,2857
2128,CDCemergency,0,2992
2129,RealDMitchell,0,3008
2130,ishanbyotra,0,2839
2131,chadvelezzzzz,0,31
2132,KAKA,0,2811
2133,ChelseaVogt2,0,1186
2134,adeoressi,0,2550
2135,JozyAltidore,0,2908
2136,JTLonsdale,0,2547
2137,_SamanthaDean,0,2634
2138,Wendelllacerda,0,2313
2139,bliss_tyler12,0,1693
2140,greshambarrett,0,3180
2141,repiato,0,2643
2142,PeterHamby,0,3641
2143,martinamcbride,0,3276
2144,AllTimeLow,0,2583
2145,f_jubs,0,2804
2146,ubuweb,0,2890
2147,julioafa5174,0,2193
2148,SujithArram,0,2167
2149,DanicaPatrick,0,2970
2150,JohnCena,0,2527
2151,AliGal022,0,756
2152,smritiirani,0,2559
2153,mydatalake,0,59
2154,plazaportland,0,863
2155,Nagendr64351037,0,28
2156,MillaJovovich,0,2716
2157,cocolee117,0,2909
2158,NathanFillion,0,2915
2159,TheRealStanLee,0,2795
2160,GeneP4rmes4n,0,2288
2161,EdwardNorton,0,2805
2162,KeithUrban,0,3250
2163,yogurtmei1989,0,78
2164,EmekaPatrick,0,3160
2165,DJCLUE,0,2945
2166,SrBachchan,0,2517
2167,samia_chares,0,2096
2168,Akemi_prof,0,59
2169,D33PAK_BHASKAR,0,1643
2170,GrowingUpSmith,0,2879
2171,TechnicallyRon,0,2630
2172,chronic,0,2717
2173,jesslivingston,0,2600
2174,UN,0,3310
2175,Duanebray,0,2909
2176,ConsularNotify,0,2847
2177,sorin_dave,0,827
2178,RagovinVentures,0,3382
2179,EliasScane,0,2127
2180,aaronpaul_8,0,2099
2181,nancyodell,0,2978
2182,emmadries,0,2221
2183,justdemi,0,2994
2184,ElshnawayA,0,251
2185,andreacberry,0,2900
2186,StephLizWalden,0,2912
2187,Sharonfeder,0,3384
2188,ashleesimpson,0,2934
2189,NYULMC_IIME,0,1242
2190,Mike_Doughty_,0,3000
2191,MatthewBerryTMR,0,2974
2192,KlankbaanBang,0,1779
2193,neilhimself,0,3025
2194,ikamalhaasan,0,467
2195,howardlindzon,0,3553
2196,Hammie25,0,2497
2197,joaomariante,0,2245
2198,paulg,0,2416
2199,omidkordestani,0,2568
2200,AliBrown,0,3231
2201,DP_57,0,2754
2202,HungryGirl,0,2990
2203,kordeidangerouz,0,582
2204,aliameenrana,0,2564
2205,Zmezzo412,0,1728
2206,murilopolato,0,3152
2207,JudyBiggert,0,2966
2208,achanchani,0,2901
2209,UniquaQ,0,2844
2210,UmairSQureshi,0,2112
2211,whteelephnt,0,2242
2212,Reince45,0,130
2213,Saloni146,0,1113
2214,SophiaFreshness,0,2923
2215,Mariana_m01,0,2006
2216,nflcommish,0,2908
2217,vkhosla,0,2876
2218,FionaSequeira91,0,1936
